"Response.No","Tab.No","Survey.Date","Survey Start Date","Survey End Date","AC Name","Mandal Name","Village Name","no_data_flag"
20251,7,2015-07-05,"2015-06-30","2015-07-13","Tiruvuru","Vissannapeta","Vissannapeta",0
22790,7,2015-06-25,"2015-06-06","2015-06-29","Tiruvuru","Vissannapeta","Putrela",0
22862,7,2015-06-15,"2015-06-06","2015-06-29","Tiruvuru","Vissannapeta","Putrela",0
23353,7,2015-06-02,"2015-05-23","2015-06-14","Tiruvuru","Vissannapeta","Vemireddipalli",0
23560,7,2015-06-26,"2015-06-06","2015-06-29","Tiruvuru","Vissannapeta","Putrela",0
23614,7,2015-06-15,"2015-06-06","2015-06-29","Tiruvuru","Vissannapeta","Putrela",0
24243,7,2015-07-03,"2015-06-30","2015-07-13","Tiruvuru","Vissannapeta","Vissannapeta",0
24969,7,2015-05-29,"2015-05-23","2015-06-14","Tiruvuru","Vissannapeta","Vemireddipalli",0
25008,7,2015-06-05,"2015-05-23","2015-06-14","Tiruvuru","Vissannapeta","Vemireddipalli",0
25309,7,2015-07-06,"2015-06-30","2015-07-13","Tiruvuru","Vissannapeta","Vissannapeta",0
25387,7,2015-07-06,"2015-06-30","2015-07-13","Tiruvuru","Vissannapeta","Vissannapeta",0
28399,7,2015-07-07,"2015-06-30","2015-07-13","Tiruvuru","Vissannapeta","Vissannapeta",0
28695,7,2015-06-15,"2015-06-06","2015-06-29","Tiruvuru","Vissannapeta","Putrela",0
28984,7,2015-05-27,"2015-05-23","2015-06-14","Tiruvuru","Vissannapeta","Vemireddipalli",0
29802,7,2015-05-26,"2015-05-23","2015-06-14","Tiruvuru","Vissannapeta","Vemireddipalli",0
1348,8,2015-06-26,"2015-06-06","2015-06-29","Tiruvuru","Vissannapeta","Putrela",0
1947,8,2015-05-31,"2015-05-23","2015-06-14","Tiruvuru","Vissannapeta","Vemireddipalli",0
2055,8,2015-06-02,"2015-05-23","2015-06-14","Tiruvuru","Vissannapeta","Vemireddipalli",0
2371,8,2015-07-11,"2015-06-30","2015-07-13","Tiruvuru","Vissannapeta","Vissannapeta",0
4211,8,2015-06-15,"2015-06-06","2015-06-29","Tiruvuru","Vissannapeta","Putrela",0
4229,8,2015-05-31,"2015-05-23","2015-06-14","Tiruvuru","Vissannapeta","Vemireddipalli",0
4691,8,2015-06-15,"2015-06-06","2015-06-29","Tiruvuru","Vissannapeta","Putrela",0
4771,8,2015-06-26,"2015-06-06","2015-06-29","Tiruvuru","Vissannapeta","Putrela",0
6003,8,2015-06-26,"2015-06-06","2015-06-29","Tiruvuru","Vissannapeta","Putrela",0
6067,8,2015-06-23,"2015-06-06","2015-06-29","Tiruvuru","Vissannapeta","Putrela",0
6613,8,2015-06-10,"2015-06-06","2015-06-29","Tiruvuru","Vissannapeta","Putrela",0
6613,8,2015-06-10,"2015-05-23","2015-06-14","Tiruvuru","Vissannapeta","Vemireddipalli",0
6734,8,2015-06-23,"2015-06-06","2015-06-29","Tiruvuru","Vissannapeta","Putrela",0
8429,8,2015-06-01,"2015-05-23","2015-06-14","Tiruvuru","Vissannapeta","Vemireddipalli",0
8716,8,2015-07-17,"2015-07-17","2015-07-17","Tiruvuru","Vissannapeta","Vissannapeta",0
10259,8,2015-06-08,"2015-06-06","2015-06-29","Tiruvuru","Vissannapeta","Putrela",0
10259,8,2015-06-08,"2015-05-23","2015-06-14","Tiruvuru","Vissannapeta","Vemireddipalli",0
10561,8,2015-07-07,"2015-06-30","2015-07-13","Tiruvuru","Vissannapeta","Vissannapeta",0
10726,8,2015-06-07,"2015-06-06","2015-06-29","Tiruvuru","Vissannapeta","Putrela",0
10726,8,2015-06-07,"2015-05-23","2015-06-14","Tiruvuru","Vissannapeta","Vemireddipalli",0
11682,8,2015-06-02,"2015-05-23","2015-06-14","Tiruvuru","Vissannapeta","Vemireddipalli",0
11801,8,2015-06-16,"2015-06-06","2015-06-29","Tiruvuru","Vissannapeta","Putrela",0
13180,8,2015-07-17,"2015-07-17","2015-07-17","Tiruvuru","Vissannapeta","Vissannapeta",0
16430,8,2015-07-17,"2015-07-17","2015-07-17","Tiruvuru","Vissannapeta","Vissannapeta",0
16787,8,2015-06-26,"2015-06-06","2015-06-29","Tiruvuru","Vissannapeta","Putrela",0
18117,8,2015-07-07,"2015-06-30","2015-07-13","Tiruvuru","Vissannapeta","Vissannapeta",0
18724,8,2015-05-31,"2015-05-23","2015-06-14","Tiruvuru","Vissannapeta","Vemireddipalli",0
19030,8,2015-06-16,"2015-06-06","2015-06-29","Tiruvuru","Vissannapeta","Putrela",0
19620,8,2015-05-31,"2015-05-23","2015-06-14","Tiruvuru","Vissannapeta","Vemireddipalli",0
20202,8,2015-06-08,"2015-06-06","2015-06-29","Tiruvuru","Vissannapeta","Putrela",0
20202,8,2015-06-08,"2015-05-23","2015-06-14","Tiruvuru","Vissannapeta","Vemireddipalli",0
21471,8,2015-07-02,"2015-06-30","2015-07-13","Tiruvuru","Vissannapeta","Vissannapeta",0
21846,8,2015-07-06,"2015-06-30","2015-07-13","Tiruvuru","Vissannapeta","Vissannapeta",0
21958,8,2015-06-15,"2015-06-06","2015-06-29","Tiruvuru","Vissannapeta","Putrela",0
22673,8,2015-06-03,"2015-05-23","2015-06-14","Tiruvuru","Vissannapeta","Vemireddipalli",0
22871,8,2015-06-06,"2015-06-06","2015-06-29","Tiruvuru","Vissannapeta","Putrela",0
22871,8,2015-06-06,"2015-05-23","2015-06-14","Tiruvuru","Vissannapeta","Vemireddipalli",0
23087,8,2015-06-26,"2015-06-06","2015-06-29","Tiruvuru","Vissannapeta","Putrela",0
23129,8,2015-07-02,"2015-06-30","2015-07-13","Tiruvuru","Vissannapeta","Vissannapeta",0
23418,8,2015-06-02,"2015-05-23","2015-06-14","Tiruvuru","Vissannapeta","Vemireddipalli",0
23617,8,2015-06-05,"2015-05-23","2015-06-14","Tiruvuru","Vissannapeta","Vemireddipalli",0
24357,8,2015-06-03,"2015-05-23","2015-06-14","Tiruvuru","Vissannapeta","Vemireddipalli",0
24453,8,2015-05-30,"2015-05-23","2015-06-14","Tiruvuru","Vissannapeta","Vemireddipalli",0
24656,8,2015-06-10,"2015-06-06","2015-06-29","Tiruvuru","Vissannapeta","Putrela",0
24656,8,2015-06-10,"2015-05-23","2015-06-14","Tiruvuru","Vissannapeta","Vemireddipalli",0
25011,8,2015-06-05,"2015-05-23","2015-06-14","Tiruvuru","Vissannapeta","Vemireddipalli",0
26028,8,2015-06-01,"2015-05-23","2015-06-14","Tiruvuru","Vissannapeta","Vemireddipalli",0
26047,8,2015-07-09,"2015-06-30","2015-07-13","Tiruvuru","Vissannapeta","Vissannapeta",0
26055,8,2015-07-07,"2015-06-30","2015-07-13","Tiruvuru","Vissannapeta","Vissannapeta",0
26532,8,2015-06-16,"2015-06-06","2015-06-29","Tiruvuru","Vissannapeta","Putrela",0
27278,8,2015-06-15,"2015-06-06","2015-06-29","Tiruvuru","Vissannapeta","Putrela",0
962,9,2015-07-16,"2015-07-06","2015-07-25","Nandigama","Kanchikacherla","Kanchikacherla",0
990,9,2015-06-24,"2015-06-17","2015-07-05","Nandigama","Kanchikacherla","Moguluru",0
1449,9,2015-06-29,"2015-06-17","2015-07-05","Nandigama","Kanchikacherla","Moguluru",0
1712,9,2015-06-07,"2015-06-04","2015-06-15","Nandigama","Kanchikacherla","Gandepalli",0
2393,9,2015-06-11,"2015-06-04","2015-06-15","Nandigama","Kanchikacherla","Gandepalli",0
3120,9,2015-05-31,"2015-05-27","2015-06-03","Nandigama","Kanchikacherla","Bathinapadu",0
3120,9,2015-05-31,"2015-05-27","2015-06-03","Nandigama","Kanchikacherla","Chevitikallu",0
3121,9,2015-07-17,"2015-07-06","2015-07-25","Nandigama","Kanchikacherla","Kanchikacherla",0
3354,9,2015-07-13,"2015-07-06","2015-07-25","Nandigama","Kanchikacherla","Kanchikacherla",0
3389,9,2015-07-14,"2015-07-06","2015-07-25","Nandigama","Kanchikacherla","Kanchikacherla",0
4816,9,2015-07-18,"2015-07-06","2015-07-25","Nandigama","Kanchikacherla","Kanchikacherla",0
4831,9,2015-05-22,"2015-05-21","2015-05-25","Nandigama","Kanchikacherla","Kunikinapadu",0
5835,9,2015-07-14,"2015-07-06","2015-07-25","Nandigama","Kanchikacherla","Kanchikacherla",0
5996,9,2015-06-23,"2015-06-17","2015-07-05","Nandigama","Kanchikacherla","Moguluru",0
6972,9,2015-06-12,"2015-06-04","2015-06-15","Nandigama","Kanchikacherla","Gandepalli",0
7156,9,2015-06-24,"2015-06-17","2015-07-05","Nandigama","Kanchikacherla","Moguluru",0
7253,9,2015-07-21,"2015-07-06","2015-07-25","Nandigama","Kanchikacherla","Kanchikacherla",0
7517,9,2015-07-01,"2015-06-17","2015-07-05","Nandigama","Kanchikacherla","Moguluru",0
8036,9,2015-06-30,"2015-06-17","2015-07-05","Nandigama","Kanchikacherla","Moguluru",0
8907,9,2015-07-15,"2015-07-06","2015-07-25","Nandigama","Kanchikacherla","Kanchikacherla",0
9033,9,2015-05-23,"2015-05-21","2015-05-25","Nandigama","Kanchikacherla","Kunikinapadu",0
9219,9,2015-06-30,"2015-06-17","2015-07-05","Nandigama","Kanchikacherla","Moguluru",0
9303,9,2015-06-01,"2015-05-27","2015-06-03","Nandigama","Kanchikacherla","Bathinapadu",0
9303,9,2015-06-01,"2015-05-27","2015-06-03","Nandigama","Kanchikacherla","Chevitikallu",0
9966,9,2015-06-07,"2015-06-04","2015-06-15","Nandigama","Kanchikacherla","Gandepalli",0
9998,9,2015-06-23,"2015-06-17","2015-07-05","Nandigama","Kanchikacherla","Moguluru",0
10095,9,2015-06-13,"2015-06-04","2015-06-15","Nandigama","Kanchikacherla","Gandepalli",0
11304,9,2015-06-01,"2015-05-27","2015-06-03","Nandigama","Kanchikacherla","Bathinapadu",0
11304,9,2015-06-01,"2015-05-27","2015-06-03","Nandigama","Kanchikacherla","Chevitikallu",0
11454,9,2015-06-11,"2015-06-04","2015-06-15","Nandigama","Kanchikacherla","Gandepalli",0
11736,9,2015-07-19,"2015-07-06","2015-07-25","Nandigama","Kanchikacherla","Kanchikacherla",0
12383,9,2015-07-15,"2015-07-06","2015-07-25","Nandigama","Kanchikacherla","Kanchikacherla",0
12560,9,2015-07-20,"2015-07-06","2015-07-25","Nandigama","Kanchikacherla","Kanchikacherla",0
12578,9,2015-06-23,"2015-06-17","2015-07-05","Nandigama","Kanchikacherla","Moguluru",0
13054,9,2015-06-02,"2015-05-27","2015-06-03","Nandigama","Kanchikacherla","Bathinapadu",0
13054,9,2015-06-02,"2015-05-27","2015-06-03","Nandigama","Kanchikacherla","Chevitikallu",0
13408,9,2015-07-16,"2015-07-06","2015-07-25","Nandigama","Kanchikacherla","Kanchikacherla",0
13650,9,2015-07-16,"2015-07-06","2015-07-25","Nandigama","Kanchikacherla","Kanchikacherla",0
14328,9,2015-07-15,"2015-07-06","2015-07-25","Nandigama","Kanchikacherla","Kanchikacherla",0
14905,9,2015-06-07,"2015-06-04","2015-06-15","Nandigama","Kanchikacherla","Gandepalli",0
14936,9,2015-06-24,"2015-06-17","2015-07-05","Nandigama","Kanchikacherla","Moguluru",0
14995,9,2015-06-10,"2015-06-04","2015-06-15","Nandigama","Kanchikacherla","Gandepalli",0
15989,9,2015-07-17,"2015-07-06","2015-07-25","Nandigama","Kanchikacherla","Kanchikacherla",0
16262,9,2015-06-13,"2015-06-04","2015-06-15","Nandigama","Kanchikacherla","Gandepalli",0
16263,9,2015-06-07,"2015-06-04","2015-06-15","Nandigama","Kanchikacherla","Gandepalli",0
16750,9,2015-06-30,"2015-06-17","2015-07-05","Nandigama","Kanchikacherla","Moguluru",0
17040,9,2015-07-11,"2015-07-06","2015-07-25","Nandigama","Kanchikacherla","Kanchikacherla",0
17800,9,2015-07-11,"2015-07-06","2015-07-25","Nandigama","Kanchikacherla","Kanchikacherla",0
17824,9,2015-07-14,"2015-07-06","2015-07-25","Nandigama","Kanchikacherla","Kanchikacherla",0
17891,9,2015-06-24,"2015-06-17","2015-07-05","Nandigama","Kanchikacherla","Moguluru",0
18042,9,2015-07-14,"2015-07-06","2015-07-25","Nandigama","Kanchikacherla","Kanchikacherla",0
18878,9,2015-07-19,"2015-07-06","2015-07-25","Nandigama","Kanchikacherla","Kanchikacherla",0
18906,9,2015-05-23,"2015-05-21","2015-05-25","Nandigama","Kanchikacherla","Kunikinapadu",0
20736,9,2015-07-15,"2015-07-06","2015-07-25","Nandigama","Kanchikacherla","Kanchikacherla",0
20771,9,2015-07-16,"2015-07-06","2015-07-25","Nandigama","Kanchikacherla","Kanchikacherla",0
20964,9,2015-06-01,"2015-05-27","2015-06-03","Nandigama","Kanchikacherla","Bathinapadu",0
20964,9,2015-06-01,"2015-05-27","2015-06-03","Nandigama","Kanchikacherla","Chevitikallu",0
21423,9,2015-07-21,"2015-07-06","2015-07-25","Nandigama","Kanchikacherla","Kanchikacherla",0
21852,9,2015-05-22,"2015-05-21","2015-05-25","Nandigama","Kanchikacherla","Kunikinapadu",0
23025,9,2015-05-30,"2015-05-27","2015-06-03","Nandigama","Kanchikacherla","Bathinapadu",0
23025,9,2015-05-30,"2015-05-27","2015-06-03","Nandigama","Kanchikacherla","Chevitikallu",0
23607,9,2015-07-13,"2015-07-06","2015-07-25","Nandigama","Kanchikacherla","Kanchikacherla",0
25647,9,2015-06-16,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
26412,9,2015-07-02,"2015-06-17","2015-07-05","Nandigama","Kanchikacherla","Moguluru",0
26544,9,2015-06-29,"2015-06-17","2015-07-05","Nandigama","Kanchikacherla","Moguluru",0
27618,9,2015-05-31,"2015-05-27","2015-06-03","Nandigama","Kanchikacherla","Bathinapadu",0
27618,9,2015-05-31,"2015-05-27","2015-06-03","Nandigama","Kanchikacherla","Chevitikallu",0
28297,9,2015-06-05,"2015-06-04","2015-06-15","Nandigama","Kanchikacherla","Gandepalli",0
28309,9,2015-07-03,"2015-06-17","2015-07-05","Nandigama","Kanchikacherla","Moguluru",0
29135,9,2015-06-23,"2015-06-17","2015-07-05","Nandigama","Kanchikacherla","Moguluru",0
29167,9,2015-07-11,"2015-07-06","2015-07-25","Nandigama","Kanchikacherla","Kanchikacherla",0
29216,9,2015-05-30,"2015-05-27","2015-06-03","Nandigama","Kanchikacherla","Bathinapadu",0
29216,9,2015-05-30,"2015-05-27","2015-06-03","Nandigama","Kanchikacherla","Chevitikallu",0
275,10,2015-06-27,"2015-06-16","2015-07-05","Nandigama","Kanchikacherla","Gottimukkala",0
334,10,2015-06-30,"2015-06-16","2015-07-05","Nandigama","Kanchikacherla","Gottimukkala",0
526,10,2015-06-25,"2015-06-16","2015-07-05","Nandigama","Kanchikacherla","Gottimukkala",0
1389,10,2015-07-16,"2015-07-06","2015-07-25","Nandigama","Kanchikacherla","Kanchikacherla",0
1391,10,2015-06-20,"2015-06-16","2015-07-05","Nandigama","Kanchikacherla","Gottimukkala",0
1522,10,2015-07-16,"2015-07-06","2015-07-25","Nandigama","Kanchikacherla","Kanchikacherla",0
1943,10,2015-06-25,"2015-06-16","2015-07-05","Nandigama","Kanchikacherla","Gottimukkala",0
2516,10,2015-07-13,"2015-07-06","2015-07-25","Nandigama","Kanchikacherla","Kanchikacherla",0
2714,10,2015-06-26,"2015-06-16","2015-07-05","Nandigama","Kanchikacherla","Gottimukkala",0
3806,10,2015-07-11,"2015-07-06","2015-07-25","Nandigama","Kanchikacherla","Kanchikacherla",0
4654,10,2015-06-22,"2015-06-16","2015-07-05","Nandigama","Kanchikacherla","Gottimukkala",0
5546,10,2015-07-10,"2015-07-06","2015-07-25","Nandigama","Kanchikacherla","Kanchikacherla",0
6230,10,2015-05-23,"2015-05-21","2015-05-25","Nandigama","Kanchikacherla","S.Amaravaram",0
6291,10,2015-06-22,"2015-06-16","2015-07-05","Nandigama","Kanchikacherla","Gottimukkala",0
6829,10,2015-07-03,"2015-06-16","2015-07-05","Nandigama","Kanchikacherla","Gottimukkala",0
6867,10,2015-06-20,"2015-06-16","2015-07-05","Nandigama","Kanchikacherla","Gottimukkala",0
7034,10,2015-07-11,"2015-07-06","2015-07-25","Nandigama","Kanchikacherla","Kanchikacherla",0
8413,10,2015-07-11,"2015-07-06","2015-07-25","Nandigama","Kanchikacherla","Kanchikacherla",0
8493,10,2015-07-10,"2015-07-06","2015-07-25","Nandigama","Kanchikacherla","Kanchikacherla",0
9167,10,2015-07-03,"2015-06-16","2015-07-05","Nandigama","Kanchikacherla","Gottimukkala",0
9252,10,2015-07-08,"2015-07-06","2015-07-25","Nandigama","Kanchikacherla","Kanchikacherla",0
10463,10,2015-06-25,"2015-06-16","2015-07-05","Nandigama","Kanchikacherla","Gottimukkala",0
10880,10,2015-06-06,"2015-06-04","2015-06-15","Nandigama","Kanchikacherla","Vemulapalli",0
10903,10,2015-07-12,"2015-07-06","2015-07-25","Nandigama","Kanchikacherla","Kanchikacherla",0
10965,10,2015-07-17,"2015-07-06","2015-07-25","Nandigama","Kanchikacherla","Kanchikacherla",0
11882,10,2015-05-30,"2015-05-27","2015-06-03","Nandigama","Kanchikacherla","Chevitikallu",0
13291,10,2015-07-09,"2015-07-06","2015-07-25","Nandigama","Kanchikacherla","Kanchikacherla",0
14145,10,2015-07-14,"2015-07-06","2015-07-25","Nandigama","Kanchikacherla","Kanchikacherla",0
14393,10,2015-07-01,"2015-06-16","2015-07-05","Nandigama","Kanchikacherla","Gottimukkala",0
14434,10,2015-07-17,"2015-07-06","2015-07-25","Nandigama","Kanchikacherla","Kanchikacherla",0
14713,10,2015-05-29,"2015-05-27","2015-06-03","Nandigama","Kanchikacherla","Chevitikallu",0
14721,10,2015-06-03,"2015-05-27","2015-06-03","Nandigama","Kanchikacherla","Chevitikallu",0
14807,10,2015-05-22,"2015-05-21","2015-05-25","Nandigama","Kanchikacherla","S.Amaravaram",0
14979,10,2015-06-01,"2015-05-27","2015-06-03","Nandigama","Kanchikacherla","Chevitikallu",0
17241,10,2015-06-22,"2015-06-16","2015-07-05","Nandigama","Kanchikacherla","Gottimukkala",0
18212,10,2015-07-02,"2015-06-16","2015-07-05","Nandigama","Kanchikacherla","Gottimukkala",0
18820,10,2015-06-22,"2015-06-16","2015-07-05","Nandigama","Kanchikacherla","Gottimukkala",0
18828,10,2015-06-11,"2015-06-04","2015-06-15","Nandigama","Kanchikacherla","Vemulapalli",0
18953,10,2015-05-22,"2015-05-21","2015-05-25","Nandigama","Kanchikacherla","S.Amaravaram",0
19369,10,2015-07-12,"2015-07-06","2015-07-25","Nandigama","Kanchikacherla","Kanchikacherla",0
19612,10,2015-07-02,"2015-06-16","2015-07-05","Nandigama","Kanchikacherla","Gottimukkala",0
19932,10,2015-06-02,"2015-05-27","2015-06-03","Nandigama","Kanchikacherla","Chevitikallu",0
20532,10,2015-06-21,"2015-06-16","2015-07-05","Nandigama","Kanchikacherla","Gottimukkala",0
21437,10,2015-06-02,"2015-05-27","2015-06-03","Nandigama","Kanchikacherla","Chevitikallu",0
21826,10,2015-06-27,"2015-06-16","2015-07-05","Nandigama","Kanchikacherla","Gottimukkala",0
22463,10,2015-05-22,"2015-05-21","2015-05-25","Nandigama","Kanchikacherla","S.Amaravaram",0
23078,10,2015-05-23,"2015-05-21","2015-05-25","Nandigama","Kanchikacherla","S.Amaravaram",0
23125,10,2015-07-16,"2015-07-06","2015-07-25","Nandigama","Kanchikacherla","Kanchikacherla",0
23408,10,2015-07-03,"2015-06-16","2015-07-05","Nandigama","Kanchikacherla","Gottimukkala",0
24402,10,2015-05-30,"2015-05-27","2015-06-03","Nandigama","Kanchikacherla","Chevitikallu",0
24408,10,2015-07-13,"2015-07-06","2015-07-25","Nandigama","Kanchikacherla","Kanchikacherla",0
25092,10,2015-06-06,"2015-06-04","2015-06-15","Nandigama","Kanchikacherla","Vemulapalli",0
25776,10,2015-07-13,"2015-07-06","2015-07-25","Nandigama","Kanchikacherla","Kanchikacherla",0
26110,10,2015-06-25,"2015-06-16","2015-07-05","Nandigama","Kanchikacherla","Gottimukkala",0
27226,10,2015-07-14,"2015-07-06","2015-07-25","Nandigama","Kanchikacherla","Kanchikacherla",0
28281,10,2015-06-30,"2015-06-16","2015-07-05","Nandigama","Kanchikacherla","Gottimukkala",0
28629,10,2015-06-24,"2015-06-16","2015-07-05","Nandigama","Kanchikacherla","Gottimukkala",0
29791,10,2015-07-07,"2015-07-06","2015-07-25","Nandigama","Kanchikacherla","Kanchikacherla",0
650,11,2015-06-05,"2015-05-23","2015-06-14","Tiruvuru","Vissannapeta","Kalagara",0
650,11,2015-06-05,"2015-05-23","2015-06-05","Tiruvuru","Vissannapeta","Telladevarapalli",0
1363,11,2015-07-07,"2015-06-30","2015-07-13","Tiruvuru","Vissannapeta","Vissannapeta",0
1566,11,2015-06-25,"2015-06-15","2015-06-28","Tiruvuru","Vissannapeta","Korlamanda",0
1566,11,2015-06-25,"2015-06-06","2015-06-29","Tiruvuru","Vissannapeta","Putrela",0
2774,11,2015-05-26,"2015-05-23","2015-06-14","Tiruvuru","Vissannapeta","Kalagara",0
2774,11,2015-05-26,"2015-05-23","2015-06-05","Tiruvuru","Vissannapeta","Telladevarapalli",0
3021,11,2015-06-23,"2015-06-15","2015-06-28","Tiruvuru","Vissannapeta","Korlamanda",0
3021,11,2015-06-23,"2015-06-06","2015-06-29","Tiruvuru","Vissannapeta","Putrela",0
4143,11,2015-06-08,"2015-05-23","2015-06-14","Tiruvuru","Vissannapeta","Kalagara",0
4143,11,2015-06-08,"2015-06-06","2015-06-29","Tiruvuru","Vissannapeta","Putrela",0
4145,11,2015-05-28,"2015-05-23","2015-06-14","Tiruvuru","Vissannapeta","Kalagara",0
4145,11,2015-05-28,"2015-05-23","2015-06-05","Tiruvuru","Vissannapeta","Telladevarapalli",0
4414,11,2015-05-27,"2015-05-23","2015-06-14","Tiruvuru","Vissannapeta","Kalagara",0
4414,11,2015-05-27,"2015-05-23","2015-06-05","Tiruvuru","Vissannapeta","Telladevarapalli",0
4456,11,2015-06-19,"2015-06-15","2015-06-28","Tiruvuru","Vissannapeta","Korlamanda",0
4456,11,2015-06-19,"2015-06-06","2015-06-29","Tiruvuru","Vissannapeta","Putrela",0
4712,11,2015-06-25,"2015-06-15","2015-06-28","Tiruvuru","Vissannapeta","Korlamanda",0
4712,11,2015-06-25,"2015-06-06","2015-06-29","Tiruvuru","Vissannapeta","Putrela",0
4784,11,2015-07-05,"2015-06-30","2015-07-13","Tiruvuru","Vissannapeta","Vissannapeta",0
4869,11,2015-06-22,"2015-06-15","2015-06-28","Tiruvuru","Vissannapeta","Korlamanda",0
4869,11,2015-06-22,"2015-06-06","2015-06-29","Tiruvuru","Vissannapeta","Putrela",0
4976,11,2015-07-06,"2015-06-30","2015-07-13","Tiruvuru","Vissannapeta","Vissannapeta",0
5088,11,2015-06-13,"2015-05-23","2015-06-14","Tiruvuru","Vissannapeta","Kalagara",0
5088,11,2015-06-13,"2015-06-06","2015-06-29","Tiruvuru","Vissannapeta","Putrela",0
5615,11,2015-06-12,"2015-05-23","2015-06-14","Tiruvuru","Vissannapeta","Kalagara",0
5615,11,2015-06-12,"2015-06-06","2015-06-29","Tiruvuru","Vissannapeta","Putrela",0
5803,11,2015-06-22,"2015-06-15","2015-06-28","Tiruvuru","Vissannapeta","Korlamanda",0
5803,11,2015-06-22,"2015-06-06","2015-06-29","Tiruvuru","Vissannapeta","Putrela",0
6253,11,2015-06-19,"2015-06-15","2015-06-28","Tiruvuru","Vissannapeta","Korlamanda",0
6253,11,2015-06-19,"2015-06-06","2015-06-29","Tiruvuru","Vissannapeta","Putrela",0
9050,11,2015-06-25,"2015-06-15","2015-06-28","Tiruvuru","Vissannapeta","Korlamanda",0
9050,11,2015-06-25,"2015-06-06","2015-06-29","Tiruvuru","Vissannapeta","Putrela",0
9134,11,2015-06-10,"2015-05-23","2015-06-14","Tiruvuru","Vissannapeta","Kalagara",0
9134,11,2015-06-10,"2015-06-06","2015-06-29","Tiruvuru","Vissannapeta","Putrela",0
9427,11,2015-06-11,"2015-05-23","2015-06-14","Tiruvuru","Vissannapeta","Kalagara",0
9427,11,2015-06-11,"2015-06-06","2015-06-29","Tiruvuru","Vissannapeta","Putrela",0
10148,11,2015-06-01,"2015-05-23","2015-06-14","Tiruvuru","Vissannapeta","Kalagara",0
10148,11,2015-06-01,"2015-05-23","2015-06-05","Tiruvuru","Vissannapeta","Telladevarapalli",0
10715,11,2015-05-27,"2015-05-23","2015-06-14","Tiruvuru","Vissannapeta","Kalagara",0
10715,11,2015-05-27,"2015-05-23","2015-06-05","Tiruvuru","Vissannapeta","Telladevarapalli",0
10716,11,2015-06-07,"2015-05-23","2015-06-14","Tiruvuru","Vissannapeta","Kalagara",0
10716,11,2015-06-07,"2015-06-06","2015-06-29","Tiruvuru","Vissannapeta","Putrela",0
